Node,Element Type,BACnet Object Name,BACnet Object Identifier,Text,Link Target,Center X,Center Y,Left,Top,Width,Height,Center X %,Center Y %,Hidden,Note
422,Value Display,NAE6/Field Bus1.CGM-CH9.CH9TW-V,AO:3095998,,,522.0,443.5,494.0,437.7,55.9,11.6,30.1,55.65,,
423,Text Label,,,AVG TWRT,,1113.2,728.0,1083.2,720.0,60.0,16.0,64.2,91.34,,
424,Value Display,NAE6/Field Bus1.FEC-TF.TF5-SS,BO:3054407,,,1168.0,528.5,1153.2,522.2,29.6,12.5,67.36,66.31,,
425,Value Display,NAE6/Field Bus1.FEC-TP.Parameters.TW1-CELL1-NDX,AV:3091628,,,115.0,570.5,100.7,563.6,28.6,13.8,6.63,71.58,,
426,Value Display,NAE6/Field Bus1.FEC-LP.LP1-SC,AO:3052995,,,641.0,191.5,626.2,185.2,29.6,12.5,36.97,24.03,,
427,Text Label,,,kW/Ton,,1235.6,307.5,1220.6,302.5,30.0,10.0,71.26,38.58,,
428,Text Label,,,CELL 8 NDX,,1560.2,592.8,1529.7,585.2,61.0,15.0,89.98,74.37,,
429,Value Display,NAE6/Field Bus1.FEC-TF.TF8-SC,AO:3054427,,,1446.0,543.5,1431.2,537.2,29.6,12.5,83.39,68.19,,
430,Value Display,NAE6/Field Bus2.LP7-KW.AI-5,AI:3029465,,,966.0,150.5,951.4,142.5,29.2,16.0,55.71,18.88,,
431,Value Display,NAE6/Field Bus2.FEC-CH6.CH6-ENABLE,BO:3026959,,,1207.0,383.5,1191.7,378.4,30.5,10.2,69.61,48.12,,
432,Value Display,NAE6/Field Bus1.FEC-LP.DCPLR-V,AO:3052994,,,795.0,227.5,766.1,220.1,57.8,14.8,45.85,28.54,,
433,Value Display,NAE6/Field Bus1.FEC-TP.TW-V5,BO:3091826,,,1193.0,747.5,1175.1,742.6,35.7,9.8,68.8,93.79,,
434,Value Display,NAE6/Field Bus1.FEC-CH2.CH2TW-F,AI:3052930,,,162.0,406.5,142.5,399.0,39.0,15.0,9.34,51.0,,
435,Value Display,NAE6/Field Bus2.FEC-CH7.CH7S-T,AI:3026981,,,1440.0,229.5,1424.4,221.4,31.2,16.2,83.04,28.8,,
436,Value Display,NAE6/Field Bus1.FEC-TP.TP8-SS,BO:3054379,,,1023.0,583.5,1008.2,577.2,29.6,12.5,59.0,73.21,,
437,Value Display,NAE6/Field Bus2.FEC-CH7.CH7-HAND,BI:3026964,,,1358.0,373.5,1342.7,368.4,30.5,10.2,78.32,46.86,,
438,Value Display,NAE6/Field Bus1.TP2-KW.AI-5,AI:3053736,,,744.0,524.5,729.4,516.5,29.2,16.0,42.91,65.81,,
439,Value Display,NAE6/Field Bus2.CH5-BACnet.AV-112,AV:3033198,,,1064.0,321.5,1044.8,315.4,38.3,12.2,61.36,40.34,,
440,Value Display,NAE6/Field Bus1.CGM-CH9.Parameters.Alarm Reset,MV:3096017,,,620.8,382.7,607.5,377.2,26.5,11.0,35.8,48.02,,
441,Value Display,NAE6/Field Bus2.CH8-BACnet.AV-19,AV:3038674,,,1700.0,231.5,1687.4,225.9,25.1,11.1,98.04,29.05,,
442,Value Display,NAE6/Field Bus2.FEC-CH8.CH8-HAND,BI:3027009,,,1567.0,373.5,1551.7,368.4,30.5,10.2,90.37,46.86,,
443,Value Display,NAE6/Field Bus2.CH5-BACnet.AV-40,AV:3033162,,,1064.0,333.5,1044.8,327.4,38.3,12.2,61.36,41.84,,
444,Value Display,NAE6/Field Bus2.FEC-TRT2.TW-FCL2,AI:3029206,,,1650.0,731.5,1629.6,724.2,40.8,14.5,95.16,91.78,,
445,Value Display,NAE45/Programming.Weather Station.OA-RH,AV:3021784,,,1204.0,60.5,1186.2,51.4,35.7,18.1,69.43,7.59,,Point on NAE45 (outside the five controllers)
446,Value Display,NAE6/Field Bus1.FEC-AH1.CWMU1-F,AI:3052832,,,605.0,83.5,590.3,77.8,29.5,11.5,34.89,10.48,,
447,Value Display,NAE6/Field Bus1.FEC-LP.Parameters.MINLP-DP,AV:3054782,,,903.0,55.5,877.1,48.3,51.8,14.4,52.08,6.96,,
448,Value Display,NAE6/Field Bus1.FEC-TP.TP9-SS,BO:3096948,,,641.0,583.5,626.2,577.2,29.6,12.5,36.97,73.21,,
449,Value Display,NAE6/Field Bus2.FEC-CH8.CH8R-T,AI:3026999,,,1580.0,227.5,1564.8,220.2,30.4,14.5,91.12,28.54,,
450,Text Label,,,TPSC-WSP,,922.0,444.5,893.5,437.0,57.0,15.0,53.17,55.77,,
451,Value Display,NAE6/Programming.Data Points.CHR-T-Ph2,AV:3045037,,,1031.6,235.5,1014.5,227.5,34.2,16.0,59.49,29.55,,
452,Value Display,NAE6/Field Bus1.FEC-LP.LP1-SS,BO:3076380,,,641.0,177.5,626.2,171.2,29.6,12.5,36.97,22.27,,
453,Value Display,NAE6/Field Bus2.TF5-KW.AI-5,AI:3032865,,,1205.0,536.5,1190.4,528.5,29.2,16.0,69.49,67.31,,
454,Value Display,NAE6/Field Bus1.FEC-TF.TF2-SC,AO:3052887,,,332.0,548.5,317.2,542.2,29.6,12.5,19.15,68.82,,
455,Value Display,NAE6/Programming.Data Points.TP-KWpTon,AV:3018942,,,716.0,389.5,699.6,382.0,32.7,15.1,41.29,48.87,,
456,Value Display,NAE6/Field Bus2.FEC-CH8.Parameters.Alarm Reset,MV:3027170,,,1625.0,452.5,1611.8,447.0,26.5,11.0,93.71,56.78,,
457,Value Display,NAE6/Field Bus1.FEC-TP.TP5-SC,AO:3054388,,,894.0,597.5,879.2,591.2,29.6,12.5,51.56,74.97,,
458,Text Label,,,TW1MU SP,,694.0,719.5,663.0,711.5,62.0,16.0,40.02,90.28,,
459,Value Display,NAE6/Field Bus2.TF7-KW.AI-5,AI:3032495,,,1387.0,536.5,1372.4,528.5,29.2,16.0,79.99,67.31,,
460,Value Display,NAE6/Field Bus1.VAV-1.ZN-T-SAB(199),AI:3053550,,,68.0,144.5,37.4,137.0,61.1,15.1,3.92,18.13,,
461,Value Display,NAE6/Field Bus1.FEC-CH1.CP1-SS,BO:3054325,,,83.0,207.5,69.6,202.4,26.8,10.2,4.79,26.04,,
462,Value Display,NAE6/Field Bus1.FEC-CH1.CH1TW-F,AI:3052824,,,44.0,406.5,24.5,399.0,39.0,15.0,2.54,51.0,,
463,Value Display,NAE6/Field Bus1.FEC-LP.LP7-VLV,BO:3054404,,,1016.0,129.5,1001.2,123.2,29.6,12.5,58.59,16.25,,
464,Value Display,NAE6/Field Bus1.FEC-TF.TW5R-T,AI:3054422,,,1183.0,688.5,1170.1,681.2,25.8,14.5,68.22,86.39,,
465,Value Display,NAE6/Field Bus2.FEC-CH7.Parameters.CH7-RDY-TO-RUN,MV:3027107,,,1415.0,423.5,1398.9,416.2,32.2,14.5,81.6,53.14,,
466,Value Display,NAE6/Field Bus2.CH8-BACnet.AV-40,AV:3038680,,,1566.0,336.5,1549.6,330.2,32.8,12.5,90.31,42.22,,
467,Value Display,NAE6/Field Bus1.FEC-TF.TWR-T2,AI:3054423,,,1056.0,750.5,1041.2,743.2,29.6,14.5,60.9,94.17,,
468,Text Label,,,User Enable,,936.0,734.5,901.5,726.5,69.0,16.0,53.98,92.16,,
469,Text Label,,,PID State,,704.0,747.5,678.5,739.5,51.0,16.0,40.6,93.79,,
470,Value Display,NAE6/Field Bus2.FEC-CH5.Parameters.CH5-LOAD,AV:3027051,,,1103.0,275.5,1075.0,268.2,56.1,14.6,63.61,34.57,,
471,Value Display,NAE6/Field Bus1.CH1-BACnet.AV-12,AV:3053074,,,41.0,308.5,21.8,302.4,38.3,12.2,2.36,38.71,,
472,Value Display,NAE6/Field Bus1.FEC-TF.TF6-SS,BO:3054408,,,1259.0,528.5,1244.2,522.2,29.6,12.5,72.61,66.31,,
473,Value Display,NAE6/Field Bus1.CH9-BACnet.LEAVING CH LIQ TEMP,AV:3098393,,,625.9,289.0,613.3,281.9,25.1,14.2,36.1,36.26,,
