Controller,Object Name,Object Identifier,Display Name,Description
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-26,AI:3029442,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-27,AI:3029441,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-28,AI:3029440,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-29,AI:3029439,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-30,AI:3029438,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-31,AI:3029437,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-32,AI:3029464,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-33,AI:3029463,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-34,AI:3029462,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-35,AI:3029461,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-36,AI:3029460,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-37,AI:3029459,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-38,AI:3029458,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-39,AI:3029457,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-40,AI:3029456,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-41,AI:3029455,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-42,AI:3029454,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus2.LP6-KW.AI-43,AI:3029453,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-1,AI:3029479,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-2,AI:3029478,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-3,AI:3029477,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-4,AI:3029476,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-5,AI:3029465,LP7 Real power,Real power
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-6,AI:3029475,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-7,AI:3029474,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-8,AI:3029473,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-9,AI:3029472,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-10,AI:3029471,Current average,Current average
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-11,AI:3029470,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-12,AI:3029469,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-13,AI:3029468,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-14,AI:3029467,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-15,AI:3029466,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-16,AI:3029495,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-17,AI:3029494,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-18,AI:3029493,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-19,AI:3029492,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-20,AI:3029491,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-21,AI:3029490,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-22,AI:3029489,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-23,AI:3029488,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-24,AI:3029487,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-25,AI:3029486,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-26,AI:3029485,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-27,AI:3029484,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-28,AI:3029483,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-29,AI:3029482,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-30,AI:3029481,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-31,AI:3029480,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-32,AI:3029507,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-33,AI:3029506,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-34,AI:3029505,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-35,AI:3029504,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-36,AI:3029503,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-37,AI:3029502,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-38,AI:3029501,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-39,AI:3029500,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-40,AI:3029499,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-41,AI:3029498,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-42,AI:3029497,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus2.LP7-KW.AI-43,AI:3029496,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-1,AI:3029522,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-2,AI:3029521,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-3,AI:3029520,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-4,AI:3029519,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-5,AI:3029508,LP8 Real power,Real power
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-6,AI:3029518,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-7,AI:3029517,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-8,AI:3029516,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-9,AI:3029515,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-10,AI:3029514,Current average,Current average
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-11,AI:3029513,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-12,AI:3029512,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-13,AI:3029511,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-14,AI:3029510,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-15,AI:3029509,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-16,AI:3029538,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-17,AI:3029537,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-18,AI:3029536,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-19,AI:3029535,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-20,AI:3029534,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-21,AI:3029533,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-22,AI:3029532,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-23,AI:3029531,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-24,AI:3029530,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-25,AI:3029529,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-26,AI:3029528,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-27,AI:3029527,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-28,AI:3029526,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-29,AI:3029525,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-30,AI:3029524,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-31,AI:3029523,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-32,AI:3029550,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-33,AI:3029549,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-34,AI:3029548,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-35,AI:3029547,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-36,AI:3029546,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-37,AI:3029545,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-38,AI:3029544,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-39,AI:3029543,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-40,AI:3029542,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-41,AI:3029541,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-42,AI:3029540,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus2.LP8-KW.AI-43,AI:3029539,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-1,AI:3036228,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-2,AI:3036227,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-3,AI:3036226,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-4,AI:3036225,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-5,AI:3032865,TF5 Real power,Real power
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-6,AI:3036224,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-7,AI:3036223,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-8,AI:3036222,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-9,AI:3036221,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-10,AI:3036220,Current average,Current average
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-11,AI:3036219,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-12,AI:3036218,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-13,AI:3036217,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-14,AI:3036216,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-15,AI:3036215,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-16,AI:3036244,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-17,AI:3036243,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-18,AI:3036242,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-19,AI:3036241,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-20,AI:3036240,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-21,AI:3036239,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-22,AI:3036238,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-23,AI:3036237,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-24,AI:3036236,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-25,AI:3036235,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-26,AI:3036234,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-27,AI:3036233,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-28,AI:3036232,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-29,AI:3036231,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-30,AI:3036230,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-31,AI:3036229,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-32,AI:3036256,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-33,AI:3036255,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-34,AI:3036254,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-35,AI:3036253,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-36,AI:3036252,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-37,AI:3036251,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-38,AI:3036250,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-39,AI:3036249,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-40,AI:3036248,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-41,AI:3036247,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-42,AI:3036246,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus2.TF5-KW.AI-43,AI:3036245,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-1,AI:3036270,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-2,AI:3036269,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-3,AI:3036268,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-4,AI:3036267,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-5,AI:3032496,TF6 Real power,Real power
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-6,AI:3036266,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-7,AI:3036265,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-8,AI:3036264,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-9,AI:3036263,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-10,AI:3036262,Current average,Current average
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-11,AI:3036261,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-12,AI:3036260,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-13,AI:3036259,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-14,AI:3036258,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-15,AI:3036257,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-16,AI:3036286,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-17,AI:3036285,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-18,AI:3036284,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-19,AI:3036283,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-20,AI:3036282,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-21,AI:3036281,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-22,AI:3036280,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-23,AI:3036279,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-24,AI:3036278,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-25,AI:3036277,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-26,AI:3036276,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-27,AI:3036275,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-28,AI:3036274,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-29,AI:3036273,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-30,AI:3036272,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-31,AI:3036271,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-32,AI:3036298,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-33,AI:3036297,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-34,AI:3036296,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-35,AI:3036295,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-36,AI:3036294,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-37,AI:3036293,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-38,AI:3036292,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-39,AI:3036291,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-40,AI:3036290,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-41,AI:3036289,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-42,AI:3036288,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus2.TF6-KW.AI-43,AI:3036287,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-1,AI:3036312,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-2,AI:3036311,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-3,AI:3036310,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-4,AI:3036309,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-5,AI:3032495,TF7 Real power,Real power
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-6,AI:3036308,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-7,AI:3036307,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-8,AI:3036306,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-9,AI:3036305,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-10,AI:3036304,Current average,Current average
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-11,AI:3036303,Voltage line-neutral,Voltage line-neutral
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-12,AI:3036302,Voltage line-line,Voltage line-line
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-13,AI:3036301,Frequency,Frequency
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-14,AI:3036300,Phase angle,Phase angle
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-15,AI:3036299,Real power phase A,Real power phase A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-16,AI:3036328,Real power phase B,Real power phase B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-17,AI:3036327,Real power phase C,Real power phase C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-18,AI:3036326,Reactive power phase A,Reactive power phase A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-19,AI:3036325,Reactive power phase B,Reactive power phase B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-20,AI:3036324,Reactive power phase C,Reactive power phase C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-21,AI:3036323,Apparent power phase A,Apparent power phase A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-22,AI:3036322,Apparent power phase B,Apparent power phase B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-23,AI:3036321,Apparent power phase C,Apparent power phase C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-24,AI:3036320,Power factor phase A,Power factor phase A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-25,AI:3036319,Power factor phase B,Power factor phase B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-26,AI:3036318,Power factor phase C,Power factor phase C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-27,AI:3036317,Current phase A,Current phase A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-28,AI:3036316,Current phase B,Current phase B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-29,AI:3036315,Current phase C,Current phase C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-30,AI:3036314,Voltage line-neutral phase A-N,Voltage line-neutral phase A-N
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-31,AI:3036313,Voltage line-neutral phase B-N,Voltage line-neutral phase B-N
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-32,AI:3036340,Voltage line-neutral phase C-N,Voltage line-neutral phase C-N
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-33,AI:3036339,Voltage line-line phase A-B,Voltage line-line phase A-B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-34,AI:3036338,Voltage line-line phase B-C,Voltage line-line phase B-C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-35,AI:3036337,Voltage line-line phase C-A,Voltage line-line phase C-A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-36,AI:3036336,Phase angle phase A,Phase angle phase A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-37,AI:3036335,Phase angle phase B,Phase angle phase B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-38,AI:3036334,Phase angle phase C,Phase angle phase C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-39,AI:3036333,Reserve A,Reserve A
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-40,AI:3036332,Reserve B,Reserve B
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-41,AI:3036331,Reserve C,Reserve C
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-42,AI:3036330,External Input 1,External Input 1
ECCP-NAE6,NAE6/Field Bus2.TF7-KW.AI-43,AI:3036329,External Input 2,External Input 2
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-1,AI:3036354,Energy delivered,Energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-2,AI:3036353,Energy Received,Energy Received
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-3,AI:3036352,Reactive energy delivered,Reactive energy delivered
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-4,AI:3036351,Reactive energy Received,Reactive energy Received
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-5,AI:3032494,TF8 Real power,Real power
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-6,AI:3036350,Reactive power,Reactive power
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-7,AI:3036349,Apparent power,Apparent power
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-8,AI:3036348,Power factor,Power factor
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-9,AI:3036347,Peak demand,Peak demand
ECCP-NAE6,NAE6/Field Bus2.TF8-KW.AI-10,AI:3036346,Current average,Current average
